,Concurso,Jogo,HG,Home,S,Away,AG,Dia,Res,HRG,ARG
236,Concurso 17 (11/06/2002),13,3,ESPANHA, ,PARAGUAI,1,Sexta-feira ,H,3,0
237,Concurso 17 (11/06/2002),14,1,COSTA RICA, ,TURQUIA,1,Domingo ,D,0,1
238,Concurso 18 (14/06/2002),1,2,COSTA RICA, ,BRASIL,5,Quinta-feira ,A,1,8
239,Concurso 18 (14/06/2002),2,1,MÉXICO, ,ITÁLIA,1,Quinta-feira ,D,2,0
240,Concurso 18 (14/06/2002),3,0,PORTUGAL, ,CORÉIA DO SUL,1,Sexta-feira ,A,5,0
241,Concurso 18 (14/06/2002),4,3,BÉLGICA, ,RÚSSIA,2,Sexta-feira ,H,0,0
242,Concurso 18 (14/06/2002),5,2,DINAMARCA, ,FRANÇA,0,Terça-feira ,H,3,3
243,Concurso 18 (14/06/2002),6,0,CAMARÕES, ,ALEMANHA,2,Terça-feira ,A,1,0
244,Concurso 18 (14/06/2002),7,2,ÁFRICA DO SUL, ,ESPANHA,3,Quarta-feira ,A,0,0
245,Concurso 18 (14/06/2002),8,0,NIGÉRIA, ,INGLATERRA,0,Quarta-feira ,D,0,1
246,Concurso 18 (14/06/2002),9,1,SUÉCIA, ,ARGENTINA,1,Quarta-feira ,D,2,1
247,Concurso 18 (14/06/2002),10,1,ESLOVÊNIA, ,PARAGUAI,3,Quarta-feira ,A,0,1
248,Concurso 18 (14/06/2002),11,3,SENEGAL, ,URUGUAI,3,Terça-feira ,D,0,1
249,Concurso 18 (14/06/2002),12,0,TUNÍSIA, ,JAPÃO,2,Sexta-feira ,A,0,0
250,Concurso 18 (14/06/2002),13,3,POLÔNIA, ,ESTADOS UNIDOS,1,Sexta-feira ,H,1,1
251,Concurso 18 (14/06/2002),14,3,TURQUIA, ,CHINA,0,Quinta-feira ,H,0,0
252,Concurso 19 (18/06/2002),1,2,BRASIL, ,BÉLGICA,0,Segunda-feira ,H,6,4
253,Concurso 19 (18/06/2002),2,1,SUÉCIA, ,SENEGAL,1,Domingo ,D,3,1
254,Concurso 19 (18/06/2002),3,0,MÉXICO, ,ESTADOS UNIDOS,2,Segunda-feira ,A,3,2
255,Concurso 19 (18/06/2002),4,0,JAPÃO, ,TURQUIA,1,Terça-feira ,A,3,2
256,Concurso 19 (18/06/2002),5,1,CORÉIA DO SUL, ,ITÁLIA,1,Terça-feira ,D,5,1
257,Concurso 19 (18/06/2002),6,1,ESPANHA, ,IRLANDA,1,Domingo ,D,6,0
258,Concurso 19 (18/06/2002),7,1,NÁUTICO/PE, ,CENTRAL/PE,0,Domingo ,H,2,0
259,Concurso 19 (18/06/2002),8,1,PORTO/PE, ,SANTA CRUZ/PE,2,Domingo ,A,0,7
260,Concurso 19 (18/06/2002),9,1,SERGIPE/SE, ,OLÍMPICO/SE,0,Domingo ,H,0,0
261,Concurso 19 (18/06/2002),10,0,FERROVIÁRIO/CE, ,FORTALEZA/CE,1,Domingo ,A,0,2
262,Concurso 19 (18/06/2002),11,1,CFZ-BSB/DF, ,BRASILIENSE/DF,0,Domingo ,H,1,0
263,Concurso 19 (18/06/2002),12,3,FIGUEIRENSE/SC, ,AVAÍ/SC,0,Domingo ,H,0,0
264,Concurso 19 (18/06/2002),13,5,CRICIÚMA/SC, ,JOINVILLE/SC,1,,H,5,3
265,Concurso 19 (18/06/2002),14,5,TUBARÃO/SC, ,CHAPECOENSE/SC,2,,H,3,0
266,Concurso 20 (24/06/2002),1,1,SANTA CRUZ/PE, ,NÁUTICO/PE,0,,H,3,3
267,Concurso 20 (24/06/2002),2,4,INTERCONTINENTAL/PE, ,SPORT RECIFE/PE,2,Domingo ,H,0,3
268,Concurso 20 (24/06/2002),3,2,PETROLINA/PE, ,CENTRAL/PE,0,Domingo ,H,2,0
269,Concurso 20 (24/06/2002),4,4,FIGUEIRENSE/SC, ,JOINVILLE/SC,0,Domingo ,H,3,4
270,Concurso 20 (24/06/2002),5,1,CRICIÚMA/SC, ,TUBARÃO/SC,1,Domingo ,D,10,2
271,Concurso 20 (24/06/2002),6,3,MARCÍLIO DIAS/SC, ,CHAPECOENSE/SC,2,Domingo ,H,0,2
272,Concurso 20 (24/06/2002),7,2,GAMA/DF, ,BANDEIRANTE/DF,1,Domingo ,H,6,0
273,Concurso 20 (24/06/2002),8,3,BRASILIENSE/DF, ,CEILÂNDIA/DF,0,Domingo ,H,0,0
274,Concurso 20 (24/06/2002),9,0,BRAZLANDIA/DF, ,CFZ-BSB/DF,1,Domingo ,A,0,0
275,Concurso 20 (24/06/2002),10,3,E. C. OSASCO/SP, ,TAUBATÉ/SP,0,Domingo ,H,0,0
276,Concurso 20 (24/06/2002),11,1,PALMEIRAS B/SP, ,JABOTICABAL/SP,1,Domingo ,D,0,0
277,Concurso 20 (24/06/2002),12,0,FERROVIÁRIA/SP, ,OESTE/SP,2,Domingo ,A,0,0
278,Concurso 20 (24/06/2002),13,0,LAGARTENSE/SE, ,SERGIPE/SE,4,Domingo ,A,0,0
279,Concurso 20 (24/06/2002),14,0,CONFIANÇA/SE, ,ITABAIANA/SE,0,Domingo ,D,0,0
280,Concurso 21 (01/07/2002),1,2,JOINVILLE/SC, ,AVAÍ/SC,0,Sábado ,H,1,0
281,Concurso 21 (01/07/2002),2,2,MARCÍLIO DIAS/SC, ,CRICIÚMA/SC,1,Sábado ,H,3,3
282,Concurso 21 (01/07/2002),3,5,FIGUEIRENSE/SC, ,TUBARÃO/SC,1,Sábado ,H,7,3
283,Concurso 21 (01/07/2002),4,1,LAGARTENSE/SE, ,CONFIANÇA/SE,1,Sábado ,D,0,2
284,Concurso 21 (01/07/2002),5,1,OLÍMPICO/SE, ,ITABAIANA/SE,1,Sábado ,D,0,0
285,Concurso 21 (01/07/2002),6,2,SERGIPE/SE, ,GUARANY/SE,0,Sábado ,H,1,0
286,Concurso 21 (01/07/2002),7,2,OESTE/SP, ,PALMEIRAS-B/SP,0,Domingo ,H,0,0
287,Concurso 21 (01/07/2002),8,0,TAUBATÉ/SP, ,TAQUARITINGA/SP,2,Domingo ,A,0,0
288,Concurso 21 (01/07/2002),9,0,XV NOV. JAÚ/SP, ,SERTÃOZINHO/SP,1,Domingo ,A,0,0
289,Concurso 21 (01/07/2002),10,1,XV NOV. PIRACICABA/SP, ,E. C. OSASCO/SP,0,Domingo ,H,0,0
290,Concurso 21 (01/07/2002),11,0,NOROESTE/SP, ,BARRETOS/SP,1,Domingo ,A,0,0
291,Concurso 21 (01/07/2002),12,2,CEILÂNDIA/DF, ,BANDEIRANTE/DF,2,Sábado ,D,0,1
292,Concurso 21 (01/07/2002),13,4,BRASILIENSE/DF, ,BRAZLANDIA/DF,0,Sábado ,H,3,0
293,Concurso 21 (01/07/2002),14,1,CFZ-BSB/DF, ,GAMA/DF,1,Sábado ,D,2,1
294,Concurso 22 (11/07/2002),1,1,PALMEIRAS/SP, ,VASCO DA GAMA/RJ,1,Quarta-feira ,D,15,1
295,Concurso 22 (11/07/2002),2,1,CRUZEIRO/MG, ,SÃO PAULO/SP,1,Domingo ,D,16,10
296,Concurso 22 (11/07/2002),3,1,ATLÉTICO/PR, ,SÃO CAETANO/SP,2,Sábado ,A,6,8
297,Concurso 22 (11/07/2002),4,0,GOIÁS/GO, ,FLAMENGO/RJ,3,Domingo ,A,19,5
298,Concurso 22 (11/07/2002),5,3,BAHIA/BA, ,ATLÉTICO/MG,1,Quarta-feira ,H,16,10
299,Concurso 22 (11/07/2002),6,0,GRÊMIO/RS, ,VITÓRIA/BA,0,Domingo ,D,16,2
300,Concurso 22 (11/07/2002),7,1,NÁUTICO/PE, ,CORINTHIANS/SP,1,Domingo ,D,3,8
301,Concurso 22 (11/07/2002),8,0,PAYSANDU/PA, ,FLUMINENSE/RJ,0,Domingo ,D,0,6
302,Concurso 22 (11/07/2002),9,1,CONFIANÇA/SE, ,OLÍMPICO/SE,1,Domingo ,D,0,0
303,Concurso 22 (11/07/2002),10,2,ITABAIANA/SE, ,SERGIPE/SE,1,Domingo ,H,0,4
304,Concurso 22 (11/07/2002),11,3,SERRANO/PB, ,BOTAFOGO/PB,3,Sábado ,D,0,0
305,Concurso 22 (11/07/2002),12,3,GUARANY/SE, ,LAGARTENSE/SE,1,Domingo ,H,0,0
306,Concurso 22 (11/07/2002),13,4,ATLÉTICO/PB, ,TREZE/PB,1,Domingo ,H,0,0
307,Concurso 22 (11/07/2002),14,2,CAMPINENSE/PB, ,SOUSA/PB,1,Domingo ,H,0,0
308,Concurso 23 (15/07/2002),1,0,GRÊMIO/RS, ,SÃO PAULO/SP,2,Sábado ,A,16,11
309,Concurso 23 (15/07/2002),2,0,SÃO CAETANO/SP, ,FLAMENGO/RJ,1,Sábado ,A,6,8
310,Concurso 23 (15/07/2002),3,3,GOIÁS/GO, ,ATLÉTICO/PR,2,Sábado ,H,19,8
311,Concurso 23 (15/07/2002),4,0,CORINTHIANS/SP, ,FLUMINENSE/RJ,1,Domingo ,A,17,6
312,Concurso 23 (15/07/2002),5,2,PALMEIRAS/SP, ,ATLÉTICO/MG,1,Domingo ,H,16,11
313,Concurso 23 (15/07/2002),6,1,BAHIA/BA, ,VASCO/RJ,0,Domingo ,H,19,0
314,Concurso 23 (15/07/2002),7,0,VITÓRIA/BA, ,CRUZEIRO/MG,1,Domingo ,A,23,5
315,Concurso 23 (15/07/2002),8,2,NÁUTICO/PE, ,PAYSANDU/PA,3,Domingo ,A,4,4
316,Concurso 23 (15/07/2002),9,0,SERGIPE/SE, ,CONFIANÇA/SE,0,Domingo ,D,3,3
317,Concurso 23 (15/07/2002),10,2,ITABAIANA/SE, ,GUARANY/SE,0,Domingo ,H,2,0
318,Concurso 23 (15/07/2002),11,1,OLÍMPICO/SE, ,LAGARTENSE/SE,2,Domingo ,A,1,1
319,Concurso 23 (15/07/2002),12,2,CAMPINENSE/PB, ,TREZE/PB,2,Domingo ,D,2,1
320,Concurso 23 (15/07/2002),13,3,ATLÉTICO/PB, ,SERRANO/PB,2,Domingo ,H,4,0
321,Concurso 23 (15/07/2002),14,0,SOUSA/PB, ,BOTAFOGO/PB,0,Domingo ,D,0,3
322,Concurso 24 (22/07/2002),1,1,FERROVIÁRIO/CE, ,FORTALEZA/CE,1,Domingo ,D,0,3
323,Concurso 24 (22/07/2002),2,1,BOA VIAGEM/CE, ,CEARÁ/CE,2,Domingo ,A,0,1
324,Concurso 24 (22/07/2002),3,1,LIMOEIRO/CE, ,MARANGUAPE/CE,5,Domingo ,A,0,0
325,Concurso 24 (22/07/2002),4,2,TREZE/PB, ,SERRANO/PB,1,Domingo ,H,0,2
326,Concurso 24 (22/07/2002),5,2,ATLÉTICO/PB, ,SOUSA/PB,0,Domingo ,H,7,1
327,Concurso 24 (22/07/2002),6,0,BOTAFOGO/PB, ,CAMPINENSE/PB,1,Domingo ,A,1,0
328,Concurso 24 (22/07/2002),7,0,GUAPIRA/SP, ,TUPÃ/SP,0,Sábado ,D,0,0
329,Concurso 24 (22/07/2002),8,3,ECUS/SP, ,CAPIVARIANO/SP,1,Domingo ,H,0,0
330,Concurso 24 (22/07/2002),9,2,BATATAIS/SP, ,VELO CLUBE/SP,1,Domingo ,H,0,0
331,Concurso 24 (22/07/2002),10,1,GUARULHOS/SP, ,PRIMAVERA/SP,0,Domingo ,H,0,0
332,Concurso 24 (22/07/2002),11,1,RIO CLARO/SP, ,GUARATINGUETÁ/SP,0,Domingo ,H,0,0
333,Concurso 24 (22/07/2002),12,3,SANTA RITENSE/SP, ,MONTE AZUL/SP,1,Domingo ,H,0,0
334,Concurso 24 (22/07/2002),13,5,CORINTHIANS B/SP, ,GUAÇUANO/SP,0,Domingo ,H,0,0
335,Concurso 24 (22/07/2002),14,1,MONTENEGRO/SP, ,PONTE PRETA B/SP,0,,H,0,0
336,Concurso 25 (30/07/2002),1,3,FORTALEZA/CE, ,CEARÁ/CE,1,Segunda-feira ,H,8,3
337,Concurso 25 (30/07/2002),2,3,MARANGUAPE/CE, ,FERROVIÁRIO/CE,0,Domingo ,H,0,0
338,Concurso 25 (30/07/2002),3,2,LIMOEIRO/CE, ,BOA VIAGEM/CE,2,Domingo ,D,1,0
339,Concurso 25 (30/07/2002),4,2,VELO CLUBE/SP, ,PALESTRA/SP,0,Domingo ,H,0,0
340,Concurso 25 (30/07/2002),5,1,PONTE PRETA B/SP, ,JOSEENSE/SP,1,Domingo ,D,0,0
341,Concurso 25 (30/07/2002),6,2,SOUSA/PB, ,SERRANO/PB,2,Domingo ,D,0,3
342,Concurso 25 (30/07/2002),7,3,MONTE AZUL/SP, ,GUARULHOS/SP,1,Domingo ,H,0,0
343,Concurso 25 (30/07/2002),8,0,PRIMAVERA/SP, ,RIO CLARO/SP,2,Domingo ,A,0,0
344,Concurso 25 (30/07/2002),9,0,XV CARAGUÁ/SP, ,GUAPIRA/SP,2,Domingo ,A,0,0
345,Concurso 25 (30/07/2002),10,1,FERNANDÓPOLIS/SP, ,LEMENSE/SP,0,Domingo ,H,0,0
346,Concurso 25 (30/07/2002),11,2,GUARATINGUETÁ/SP, ,MAUAENSE/SP,1,Domingo ,H,0,0
347,Concurso 25 (30/07/2002),12,1,LINENSE/SP, ,SANTA RITENSE/SP,3,Domingo ,A,0,0
348,Concurso 25 (30/07/2002),13,1,ATLÉTICO/PB, ,CAMPINENSE/PB,0,,H,9,1
349,Concurso 25 (30/07/2002),14,1,TREZE/PB, ,BOTAFOGO/PB,2,Domingo ,A,2,3
350,Concurso 26 (05/08/2002),1,1,SANTA RITENSE/SP, ,GUARATINGUETÁ/SP,2,Domingo ,A,3,0
351,Concurso 26 (05/08/2002),2,2,RIO CLARO/SP, ,MONTE AZUL/SP,1,Domingo ,H,1,1
352,Concurso 26 (05/08/2002),3,2,GUAPIRA/SP, ,FERNANDÓPOLIS/SP,0,Sábado ,H,0,0
353,Concurso 26 (05/08/2002),4,3,PALESTRA/SP, ,TUPÃ/SP,1,Domingo ,H,0,0
354,Concurso 26 (05/08/2002),5,2,BATATAIS/SP, ,XV NOV. CARAGUÁ/SP,2,Domingo ,D,2,0
355,Concurso 26 (05/08/2002),6,0,GUARULHOS/SP, ,LINENSE/SP,4,Domingo ,A,1,0
356,Concurso 26 (05/08/2002),7,2,ECUS/SP, ,JALESENSE/SP,0,Domingo ,H,3,0
357,Concurso 26 (05/08/2002),8,1,GUARUJÁ/SP, ,LENÇOENSE/SP,2,Sábado ,A,0,0
358,Concurso 26 (05/08/2002),9,2,JOSEENSE/SP, ,GUAÇUANO/SP,0,Sábado ,H,0,0
359,Concurso 26 (05/08/2002),10,0,PENAPOLENSE/SP, ,PALMEIRINHA/SP,0,Domingo ,D,0,0
360,Concurso 26 (05/08/2002),11,1,ELOSPORT/SP, ,PONTE PRETA B/SP,3,Domingo ,A,0,0
361,Concurso 26 (05/08/2002),12,2,CORINTHIANS B/SP, ,SC PAULISTA/SP,0,Domingo ,H,5,0
362,Concurso 26 (05/08/2002),13,1,AVAÍ/SC, ,GUARANI/RS,1,Sábado ,D,2,0
363,Concurso 26 (05/08/2002),14,4,IRATY/PR, ,CALDENSE/MG,3,Sábado ,H,3,0
364,Concurso 27 (12/08/2002),1,1,INTERNACIONAL/RS, ,FLAMENGO/RJ,3,Domingo ,A,7,9
365,Concurso 27 (12/08/2002),2,1,ATLÉTICO/MG, ,CORINTHIANS/SP,2,Domingo ,A,7,9
366,Concurso 27 (12/08/2002),3,1,PALMEIRAS/SP, ,GRÊMIO/RS,1,Domingo ,D,18,9
367,Concurso 27 (12/08/2002),4,5,FLUMINENSE/RJ, ,CRUZEIRO/MG,1,Domingo ,H,10,6
368,Concurso 27 (12/08/2002),5,2,SANTOS/SP, ,BOTAFOGO/RJ,1,Sábado ,H,12,8
369,Concurso 27 (12/08/2002),6,3,GOIÁS/GO, ,PORTUGUESA DESPORTOS/SP,1,Sábado ,H,22,0
370,Concurso 27 (12/08/2002),7,2,PARANÁ/PR, ,SÃO CAETANO/SP,1,Sábado ,H,9,10
371,Concurso 27 (12/08/2002),8,1,LINENSE/SP, ,RIO CLARO/SP,2,Domingo ,A,1,2
372,Concurso 27 (12/08/2002),9,1,BAHIA/BA, ,GAMA/DF,0,Domingo ,H,20,2
373,Concurso 27 (12/08/2002),10,1,CORITIBA/PR, ,VITÓRIA/BA,0,Domingo ,H,4,2
374,Concurso 27 (12/08/2002),11,2,GUARANI/SP, ,ATLÉTICO/PR,1,Domingo ,H,5,10
375,Concurso 27 (12/08/2002),12,1,JUVENTUDE/RS, ,PONTE PRETA/SP,0,Domingo ,H,1,4
376,Concurso 27 (12/08/2002),13,4,SÃO PAULO/SP, ,PAYSANDU/PA,2,Sábado ,H,20,7
377,Concurso 27 (12/08/2002),14,2,VASCO/RJ, ,FIGUEIRENSE/SC,0,Sábado ,H,3,11
378,Concurso 28 (19/08/2002),1,3,FLUMINENSE/RJ, ,GRÊMIO/RS,1,Sábado ,H,15,10
379,Concurso 28 (19/08/2002),2,0,CRUZEIRO/MG, ,BOTAFOGO/RJ,0,Domingo ,D,17,9
380,Concurso 28 (19/08/2002),3,1,INTERNACIONAL/RS, ,PONTE PRETA/SP,0,Sábado ,H,8,4
381,Concurso 28 (19/08/2002),4,1,FLAMENGO/RJ, ,GOIÁS/GO,1,Domingo ,D,10,7
382,Concurso 28 (19/08/2002),5,3,SÃO CAETANO/SP, ,CORINTHIANS/SP,0,Domingo ,H,6,11
383,Concurso 28 (19/08/2002),6,4,RIO CLARO/SP, ,GUARULHOS/SP,0,Domingo ,H,3,1
384,Concurso 28 (19/08/2002),7,0,MONTE AZUL/SP, ,LINENSE/SP,1,Domingo ,A,3,4
385,Concurso 28 (19/08/2002),8,2,PARANÁ/PR, ,SÃO PAULO/SP,3,Domingo ,A,11,13
386,Concurso 28 (19/08/2002),9,1,BAHIA/BA, ,CORITIBA/PR,2,Domingo ,A,21,4
387,Concurso 28 (19/08/2002),10,2,JUVENTUDE/RS, ,SANTOS/SP,1,Domingo ,H,2,4
388,Concurso 28 (19/08/2002),11,0,PORTUGUESA DESPORTOS/SP, ,FIGUEIRENSE/SC,0,Domingo ,D,1,11
389,Concurso 28 (19/08/2002),12,2,GAMA/DF, ,VITÓRIA/BA,1,Domingo ,H,8,2
390,Concurso 28 (19/08/2002),13,1,GUARANI/SP, ,ATLÉTICO/MG,4,Domingo ,A,7,12
391,Concurso 28 (19/08/2002),14,2,ATLÉTICO/PR, ,VASCO/RJ,1,Sábado ,H,7,0
392,Concurso 29 (26/08/2002),1,0,PALMEIRAS/SP, ,ATLÉTICO/MG,4,Domingo ,A,19,16
393,Concurso 29 (26/08/2002),2,2,INTERNACIONAL/RS, ,SÃO PAULO/SP,2,Sábado ,D,9,16
394,Concurso 29 (26/08/2002),3,1,FLUMINENSE/RJ, ,SANTOS/SP,1,Domingo ,D,18,5
395,Concurso 29 (26/08/2002),4,1,PONTE PRETA/SP, ,GRÊMIO/RS,1,Domingo ,D,9,11
396,Concurso 29 (26/08/2002),5,1,FLAMENGO/RJ, ,PAYSANDU/PA,2,Sábado ,A,11,9
397,Concurso 29 (26/08/2002),6,2,VILA NOVA/GO, ,AMÉRICA/MG,0,Sábado ,H,0,0
398,Concurso 29 (26/08/2002),7,0,BOTAFOGO/SP, ,JOINVILLE/SC,0,Sábado ,D,4,4
399,Concurso 29 (26/08/2002),8,1,CEARÁ/CE, ,AMERICANO/RJ,2,Domingo ,A,0,3
400,Concurso 29 (26/08/2002),9,2,GOIÁS/GO, ,VASCO/RJ,4,Domingo ,A,25,1
401,Concurso 29 (26/08/2002),10,2,VITÓRIA/BA, ,JUVENTUDE/RS,1,Domingo ,H,23,1
402,Concurso 29 (26/08/2002),11,0,FIGUEIRENSE/SC, ,BOTAFOGO/RJ,3,Sábado ,A,12,9
403,Concurso 29 (26/08/2002),12,2,CRUZEIRO/MG, ,BAHIA/BA,1,Domingo ,H,17,5
404,Concurso 29 (26/08/2002),13,1,PORTUGUESA DESPORTOS/SP, ,GAMA/DF,0,Domingo ,H,1,2
405,Concurso 29 (26/08/2002),14,1,CORITIBA/PR, ,CORINTHIANS/SP,2,Domingo ,A,5,11
406,Concurso 30 (02/09/2002),1,1,FLAMENGO/RJ, ,CRUZEIRO/MG,1,Domingo ,D,12,7
407,Concurso 30 (02/09/2002),2,0,CORINTHIANS/SP, ,ATLÉTICO/PR,3,Sábado ,A,17,11
408,Concurso 30 (02/09/2002),3,2,CORITIBA/PR, ,FLUMINENSE/RJ,0,Sábado ,H,6,7
409,Concurso 30 (02/09/2002),4,3,INTERNACIONAL/RS, ,SANTOS/SP,0,Sábado ,H,11,6
410,Concurso 30 (02/09/2002),5,1,BOTAFOGO/RJ, ,GAMA/DF,0,Sábado ,H,8,2
411,Concurso 30 (02/09/2002),6,5,VITÓRIA/BA, ,PAYSANDU/PA,1,Domingo ,H,25,11
412,Concurso 30 (02/09/2002),7,5,PARANÁ/PR, ,PALMEIRAS/SP,1,Domingo ,H,13,6
413,Concurso 30 (02/09/2002),8,3,LINENSE/SP, ,PRIMAVERA/SP,1,Domingo ,H,2,0
414,Concurso 30 (02/09/2002),9,3,SANTA RITENSE/SP, ,RIO CLARO/SP,1,Domingo ,H,4,4
415,Concurso 30 (02/09/2002),10,1,GOIÁS/GO, ,GUARANI/SP,2,Domingo ,A,27,4
416,Concurso 30 (02/09/2002),11,1,JUVENTUDE/RS, ,VASCO DA GAMA/RJ,0,Domingo ,H,4,2
417,Concurso 30 (02/09/2002),12,0,PONTE PRETA/SP, ,SÃO CAETANO/SP,1,Domingo ,A,10,11
418,Concurso 30 (02/09/2002),13,0,ATLÉTICO/MG, ,PORTUGUESA DESPORTOS/SP,0,Domingo ,D,8,1
419,Concurso 30 (02/09/2002),14,2,SÃO PAULO/SP, ,GRÊMIO/RS,0,Domingo ,H,24,12
420,Concurso 31 (09/09/2002),1,4,GRÊMIO/RS, ,CORINTHIANS/SP,0,Domingo ,H,16,13
421,Concurso 31 (09/09/2002),2,1,VASCO DA GAMA/RJ, ,CORITIBA/PR,0,Sábado ,H,14,6
422,Concurso 31 (09/09/2002),3,2,ATLÉTICO/MG, ,PONTE PRETA/SP,0,Sábado ,H,8,4
423,Concurso 31 (09/09/2002),4,4,FLUMINENSE/RJ, ,FIGUEIRENSE/SC,3,Domingo ,H,19,11
424,Concurso 31 (09/09/2002),5,2,GOIÁS/GO, ,BOTAFOGO/RJ,2,Sábado ,D,28,12
425,Concurso 31 (09/09/2002),6,2,JUVENTUDE/RS, ,BAHIA/BA,1,Domingo ,H,5,6
426,Concurso 31 (09/09/2002),7,3,SPORT/PE, ,BOTAFOGO/SP,0,Domingo ,H,0,0
427,Concurso 31 (09/09/2002),8,1,AMÉRICA/MG, ,SÃO RAIMUNDO/AM,0,,H,7,0
428,Concurso 31 (09/09/2002),9,2,PALMEIRAS/SP, ,GAMA/DF,2,Sábado ,D,19,2
429,Concurso 31 (09/09/2002),10,2,SANTOS/SP, ,ATLÉTICO/PR,2,Domingo ,D,14,14
430,Concurso 31 (09/09/2002),11,3,PARANÁ/PR, ,FLAMENGO/RJ,0,Domingo ,H,18,12
431,Concurso 31 (09/09/2002),12,0,VITÓRIA/BA, ,INTERNACIONAL/RS,0,Domingo ,D,30,6
432,Concurso 31 (09/09/2002),13,2,GUARANI/SP, ,PAYSANDU/PA,0,Domingo ,H,8,12
433,Concurso 31 (09/09/2002),14,3,SÃO CAETANO/SP, ,SÃO PAULO/SP,0,Sábado ,H,9,18
434,Concurso 32 (16/09/2002),1,6,SÃO PAULO/SP, ,FLUMINENSE/RJ,0,Domingo ,H,26,7
435,Concurso 32 (16/09/2002),2,1,BOTAFOGO/RJ, ,VASCO DA GAMA/RJ,1,Domingo ,D,9,2
436,Concurso 32 (16/09/2002),3,2,PARANÁ/PR, ,ATLÉTICO/PR,2,Sábado ,D,21,16
437,Concurso 32 (16/09/2002),4,2,SANTOS/SP, ,GRÊMIO/RS,0,Sábado ,H,16,12
438,Concurso 32 (16/09/2002),5,1,PALMEIRAS/SP, ,BAHIA/BA,2,Sábado ,A,21,7
439,Concurso 32 (16/09/2002),6,2,INTERNACIONAL/RS, ,FIGUEIRENSE/SC,4,Sábado ,A,14,14
440,Concurso 32 (16/09/2002),7,3,CORITIBA/PR, ,GOIÁS/GO,1,Domingo ,H,8,8
441,Concurso 32 (16/09/2002),8,1,SANTA CRUZ/PE, ,SPORT/PE,0,Sábado ,H,4,0
442,Concurso 32 (16/09/2002),9,2,VILA NOVA/GO, ,BOTAFOGO/SP,0,Sábado ,H,2,0
443,Concurso 32 (16/09/2002),10,3,CRUZEIRO/MG, ,PAYSANDU/PA,1,Domingo ,H,19,12
444,Concurso 32 (16/09/2002),11,4,SÃO CAETANO/SP, ,GAMA/DF,0,Domingo ,H,12,4
445,Concurso 32 (16/09/2002),12,4,VITÓRIA/BA, ,PORTUGUESA DESPORTOS/SP,3,Domingo ,H,30,1
446,Concurso 32 (16/09/2002),13,1,JUVENTUDE/RS, ,ATLÉTICO/MG,0,Domingo ,H,7,20
447,Concurso 32 (16/09/2002),14,0,GUARANI/SP, ,CORINTHIANS/SP,0,Domingo ,D,10,13
448,Concurso 33 (23/09/2002),1,0,ATLÉTICO/MG, ,FLAMENGO/RJ,3,Domingo ,A,10,12
449,Concurso 33 (23/09/2002),2,1,VASCO DA GAMA/RJ, ,INTERNACIONAL/RS,1,Domingo ,D,15,6
450,Concurso 33 (23/09/2002),3,1,ATLÉTICO/PR, ,SÃO PAULO/SP,1,Domingo ,D,9,18
451,Concurso 33 (23/09/2002),4,4,GRÊMIO/RS, ,VITÓRIA/BA,0,Domingo ,H,20,3
452,Concurso 33 (23/09/2002),5,0,BOTAFOGO/RJ, ,CORITIBA/PR,2,Sábado ,A,10,6
453,Concurso 33 (23/09/2002),6,0,PORTUGUESA DESPORTOS/SP, ,CRUZEIRO/MG,1,Sábado ,A,2,8
454,Concurso 33 (23/09/2002),7,2,NÁUTICO/PE, ,AMÉRICA/MG,2,Sábado ,D,6,0
455,Concurso 33 (23/09/2002),8,2,CRICIÚMA/SC, ,REMO/PA,1,Sábado ,H,11,1
456,Concurso 33 (23/09/2002),9,1,SANTOS/SP, ,GOIÁS/GO,1,Sábado ,D,18,9
457,Concurso 33 (23/09/2002),10,1,FIGUEIRENSE/SC, ,PALMEIRAS/SP,0,Sábado ,H,12,7
458,Concurso 33 (23/09/2002),11,4,PAYSANDU/PA, ,PONTE PRETA/SP,3,Domingo ,H,0,4
459,Concurso 33 (23/09/2002),12,0,GUARANI/SP, ,JUVENTUDE/RS,0,Domingo ,D,10,2
460,Concurso 33 (23/09/2002),13,1,SÃO CAETANO/SP, ,BAHIA/BA,0,Domingo ,H,16,9
461,Concurso 33 (23/09/2002),14,2,CORINTHIANS/SP, ,PARANÁ/PR,1,Domingo ,H,17,1
462,Concurso 34 (30/09/2002),1,2,SÃO PAULO/SP, ,CORINTHIANS/SP,2,Domingo ,D,32,13
463,Concurso 34 (30/09/2002),2,0,ATLÉTICO/PR, ,SÃO CAETANO/SP,1,Sábado ,A,10,12
464,Concurso 34 (30/09/2002),3,4,VASCO DA GAMA/RJ, ,PORTUGUESA DESPORTOS/SP,0,Domingo ,H,16,4
465,Concurso 34 (30/09/2002),4,2,CRUZEIRO/MG, ,JUVENTUDE/RS,1,Sábado ,H,22,2
466,Concurso 34 (30/09/2002),5,3,PONTE PRETA/SP, ,FLAMENGO/RJ,1,Domingo ,H,10,15
467,Concurso 34 (30/09/2002),6,1,INTERNACIONAL/RS, ,PARANÁ/PR,2,Sábado ,A,16,2
468,Concurso 34 (30/09/2002),7,3,VILA NOVA/GO, ,NÁUTICO/PE,2,Sábado ,H,4,3
